,SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
1259,1260,20120306,23528,4,Accessories,36,Pumps,2012-03-06
1260,1261,20120306,23528,4,Accessories,37,Tires and Tubes,2012-03-06
1261,1262,20120308,23530,4,Accessories,26,Bike Racks,2012-03-08
1262,1263,20120321,23543,4,Accessories,32,Hydration Packs,2012-03-21
1263,1264,20120313,23553,3,Clothing,18,Bib-Shorts,2012-03-13
1264,1265,20120313,23553,4,Accessories,37,Tires and Tubes,2012-03-13
1265,1266,20120426,23562,3,Clothing,24,Tights,2012-04-26
1266,1267,20120426,23562,4,Accessories,35,Panniers,2012-04-26
1267,1268,20120401,23574,4,Accessories,34,Locks,2012-04-01
1268,1269,20120301,23576,3,Clothing,24,Tights,2012-03-01
1269,1270,20120301,23576,4,Accessories,34,Locks,2012-03-01
1270,1271,20120413,23598,3,Clothing,22,Shorts,2012-04-13
1271,1272,20120413,23598,4,Accessories,36,Pumps,2012-04-13
1272,1273,20120405,23644,4,Accessories,32,Hydration Packs,2012-04-05
1273,1274,20120405,23644,4,Accessories,34,Locks,2012-04-05
1274,1275,20120322,23645,4,Accessories,32,Hydration Packs,2012-03-22
1275,1276,20120303,23651,3,Clothing,21,Jerseys,2012-03-03
1276,1277,20120303,23651,4,Accessories,36,Pumps,2012-03-03
1277,1278,20120419,23655,3,Clothing,21,Jerseys,2012-04-19
1278,1279,20120419,23655,4,Accessories,29,Cleaners,2012-04-19
1279,1280,20120419,23655,4,Accessories,32,Hydration Packs,2012-04-19
1280,1281,20120419,23655,4,Accessories,36,Pumps,2012-04-19
1281,1282,20120316,23680,3,Clothing,19,Caps,2012-03-16
1282,1283,20120313,23708,4,Accessories,27,Bike Stands,2012-03-13
1283,1284,20120416,23719,3,Clothing,22,Shorts,2012-04-16
1284,1285,20120416,23719,4,Accessories,29,Cleaners,2012-04-16
1285,1286,20120331,23730,3,Clothing,20,Gloves,2012-03-31
1286,1287,20120417,23774,4,Accessories,28,Bottles and Cages,2012-04-17
1287,1288,20120419,23780,4,Accessories,27,Bike Stands,2012-04-19
1288,1289,20120421,23848,3,Clothing,18,Bib-Shorts,2012-04-21
1289,1290,20120331,23865,3,Clothing,20,Gloves,2012-03-31
1290,1291,20120401,23898,4,Accessories,29,Cleaners,2012-04-01
1291,1292,20120401,23898,4,Accessories,30,Fenders,2012-04-01
1292,1293,20120401,23898,4,Accessories,34,Locks,2012-04-01
1293,1294,20120302,23919,4,Accessories,28,Bottles and Cages,2012-03-02
1294,1295,20120328,23924,4,Accessories,33,Lights,2012-03-28
1295,1296,20120328,23924,4,Accessories,35,Panniers,2012-03-28
1296,1297,20120404,23967,3,Clothing,20,Gloves,2012-04-04
1297,1298,20120404,23967,4,Accessories,28,Bottles and Cages,2012-04-04
1298,1299,20120317,23979,4,Accessories,31,Helmets,2012-03-17
1299,1300,20120317,23979,4,Accessories,35,Panniers,2012-03-17
1300,1301,20120412,23994,3,Clothing,19,Caps,2012-04-12
1301,1302,20120412,23994,3,Clothing,23,Socks,2012-04-12
1302,1303,20120409,23995,3,Clothing,24,Tights,2012-04-09
1303,1304,20120327,24005,4,Accessories,26,Bike Racks,2012-03-27
1304,1305,20120330,24080,3,Clothing,23,Socks,2012-03-30
1305,1306,20120229,24161,3,Clothing,22,Shorts,2012-02-29
1306,1307,20120403,24167,3,Clothing,22,Shorts,2012-04-03
1307,1308,20120403,24167,3,Clothing,25,Vests,2012-04-03
1308,1309,20120403,24167,4,Accessories,35,Panniers,2012-04-03
1309,1310,20120405,24172,3,Clothing,20,Gloves,2012-04-05
1310,1311,20120405,24172,4,Accessories,26,Bike Racks,2012-04-05
1311,1312,20120405,24172,4,Accessories,30,Fenders,2012-04-05
1312,1313,20120425,24192,3,Clothing,23,Socks,2012-04-25
1313,1314,20120425,24192,4,Accessories,33,Lights,2012-04-25
1314,1315,20120406,24218,4,Accessories,28,Bottles and Cages,2012-04-06
1315,1316,20120427,24246,4,Accessories,30,Fenders,2012-04-27
1316,1317,20120427,24248,3,Clothing,22,Shorts,2012-04-27
1317,1318,20120427,24248,4,Accessories,27,Bike Stands,2012-04-27
1318,1319,20120408,24267,4,Accessories,28,Bottles and Cages,2012-04-08
1319,1320,20120426,24270,4,Accessories,37,Tires and Tubes,2012-04-26
1320,1321,20120301,24283,3,Clothing,23,Socks,2012-03-01
1321,1322,20120412,24300,3,Clothing,23,Socks,2012-04-12
1322,1323,20120412,24300,4,Accessories,27,Bike Stands,2012-04-12
1323,1324,20120412,24300,4,Accessories,37,Tires and Tubes,2012-04-12
1324,1325,20120401,24357,4,Accessories,27,Bike Stands,2012-04-01
1325,1326,20120420,24362,3,Clothing,20,Gloves,2012-04-20
1326,1327,20120420,24362,3,Clothing,21,Jerseys,2012-04-20
1327,1328,20120420,24362,4,Accessories,28,Bottles and Cages,2012-04-20
1328,1329,20120423,24369,4,Accessories,32,Hydration Packs,2012-04-23
1329,1330,20120323,24373,3,Clothing,19,Caps,2012-03-23
1330,1331,20120323,24373,4,Accessories,36,Pumps,2012-03-23
1331,1332,20120229,24384,4,Accessories,29,Cleaners,2012-02-29
1332,1333,20120423,24465,3,Clothing,20,Gloves,2012-04-23
1333,1334,20120412,24478,4,Accessories,29,Cleaners,2012-04-12
1334,1335,20120414,24480,4,Accessories,26,Bike Racks,2012-04-14
1335,1336,20120414,24480,4,Accessories,29,Cleaners,2012-04-14
1336,1337,20120305,24482,3,Clothing,23,Socks,2012-03-05
1337,1338,20120305,24482,4,Accessories,30,Fenders,2012-03-05
1338,1339,20120404,24483,3,Clothing,23,Socks,2012-04-04
1339,1340,20120409,24485,4,Accessories,31,Helmets,2012-04-09
1340,1341,20120409,24485,4,Accessories,37,Tires and Tubes,2012-04-09
1341,1342,20120403,24489,4,Accessories,35,Panniers,2012-04-03
1342,1343,20120313,24494,3,Clothing,22,Shorts,2012-03-13
1343,1344,20120313,24494,3,Clothing,23,Socks,2012-03-13
1344,1345,20120312,24501,3,Clothing,22,Shorts,2012-03-12
1345,1346,20120312,24501,3,Clothing,25,Vests,2012-03-12
1346,1347,20120324,24504,3,Clothing,22,Shorts,2012-03-24
1347,1348,20120301,24506,4,Accessories,33,Lights,2012-03-01
1348,1349,20120301,24506,4,Accessories,35,Panniers,2012-03-01
1349,1350,20120425,24533,3,Clothing,19,Caps,2012-04-25
1350,1351,20120304,24595,4,Accessories,37,Tires and Tubes,2012-03-04
1351,1352,20120401,24606,3,Clothing,19,Caps,2012-04-01
1352,1353,20120401,24606,4,Accessories,27,Bike Stands,2012-04-01
1353,1354,20120401,24606,4,Accessories,31,Helmets,2012-04-01
1354,1355,20120427,24613,4,Accessories,32,Hydration Packs,2012-04-27
1355,1356,20120412,24615,4,Accessories,29,Cleaners,2012-04-12
1356,1357,20120412,24615,4,Accessories,31,Helmets,2012-04-12
1357,1358,20120327,24661,4,Accessories,32,Hydration Packs,2012-03-27
1358,1359,20120316,24706,4,Accessories,30,Fenders,2012-03-16
1359,1360,20120316,24706,4,Accessories,33,Lights,2012-03-16
1360,1361,20120307,24714,3,Clothing,22,Shorts,2012-03-07
1361,1362,20120307,24714,4,Accessories,29,Cleaners,2012-03-07
1362,1363,20120415,24757,3,Clothing,18,Bib-Shorts,2012-04-15
1363,1364,20120415,24757,4,Accessories,31,Helmets,2012-04-15
1364,1365,20120323,24781,3,Clothing,25,Vests,2012-03-23
1365,1366,20120323,24781,4,Accessories,28,Bottles and Cages,2012-03-23
1366,1367,20120409,24882,3,Clothing,19,Caps,2012-04-09
1367,1368,20120409,24882,4,Accessories,30,Fenders,2012-04-09
1368,1369,20120409,24884,4,Accessories,34,Locks,2012-04-09
1369,1370,20120302,24885,4,Accessories,33,Lights,2012-03-02
1370,1371,20120317,24888,4,Accessories,29,Cleaners,2012-03-17
1371,1372,20120317,24888,4,Accessories,32,Hydration Packs,2012-03-17
1372,1373,20120322,24889,3,Clothing,18,Bib-Shorts,2012-03-22
1373,1374,20120325,24890,4,Accessories,28,Bottles and Cages,2012-03-25
1374,1375,20120325,24890,4,Accessories,31,Helmets,2012-03-25
1375,1376,20120325,24890,4,Accessories,34,Locks,2012-03-25
1376,1377,20120314,24893,4,Accessories,34,Locks,2012-03-14
1377,1378,20120314,24893,4,Accessories,35,Panniers,2012-03-14
1378,1379,20120319,24895,3,Clothing,25,Vests,2012-03-19
1379,1380,20120319,24895,4,Accessories,28,Bottles and Cages,2012-03-19
1380,1381,20120319,24895,4,Accessories,31,Helmets,2012-03-19
1381,1382,20120408,24918,4,Accessories,35,Panniers,2012-04-08
1382,1383,20120424,24923,4,Accessories,35,Panniers,2012-04-24
1383,1384,20120319,24939,3,Clothing,22,Shorts,2012-03-19
1384,1385,20120319,24939,4,Accessories,26,Bike Racks,2012-03-19
1385,1386,20120322,24963,3,Clothing,20,Gloves,2012-03-22
1386,1387,20120313,24996,4,Accessories,29,Cleaners,2012-03-13
1387,1388,20120229,25002,3,Clothing,23,Socks,2012-02-29
1388,1389,20120229,25002,3,Clothing,24,Tights,2012-02-29
1389,1390,20120229,25002,4,Accessories,26,Bike Racks,2012-02-29
1390,1391,20120229,25012,3,Clothing,19,Caps,2012-02-29
1391,1392,20120229,25012,4,Accessories,33,Lights,2012-02-29
1392,1393,20120419,25021,3,Clothing,24,Tights,2012-04-19
1393,1394,20120419,25021,4,Accessories,29,Cleaners,2012-04-19
1394,1395,20120401,25036,4,Accessories,34,Locks,2012-04-01
1395,1396,20120310,25066,3,Clothing,18,Bib-Shorts,2012-03-10
1396,1397,20120310,25066,4,Accessories,36,Pumps,2012-03-10
1397,1398,20120310,25066,4,Accessories,37,Tires and Tubes,2012-03-10
1398,1399,20120306,25107,4,Accessories,31,Helmets,2012-03-06
1399,1400,20120306,25107,4,Accessories,36,Pumps,2012-03-06
1400,1401,20120419,25113,4,Accessories,36,Pumps,2012-04-19
1401,1402,20120315,25116,4,Accessories,28,Bottles and Cages,2012-03-15
1402,1403,20120308,25119,4,Accessories,33,Lights,2012-03-08
1403,1404,20120403,25123,3,Clothing,21,Jerseys,2012-04-03
1404,1405,20120403,25123,4,Accessories,33,Lights,2012-04-03
1405,1406,20120416,25125,4,Accessories,37,Tires and Tubes,2012-04-16
1406,1407,20120321,25209,3,Clothing,22,Shorts,2012-03-21
1407,1408,20120321,25209,4,Accessories,26,Bike Racks,2012-03-21
1408,1409,20120306,25211,4,Accessories,34,Locks,2012-03-06
1409,1410,20120426,25222,4,Accessories,28,Bottles and Cages,2012-04-26
1410,1411,20120426,25222,4,Accessories,34,Locks,2012-04-26
1411,1412,20120326,25224,4,Accessories,30,Fenders,2012-03-26
1412,1413,20120305,25228,4,Accessories,37,Tires and Tubes,2012-03-05
1413,1414,20120419,25244,4,Accessories,33,Lights,2012-04-19
1414,1415,20120327,25245,4,Accessories,35,Panniers,2012-03-27
1415,1416,20120402,25248,4,Accessories,28,Bottles and Cages,2012-04-02
1416,1417,20120326,25249,4,Accessories,28,Bottles and Cages,2012-03-26
1417,1418,20120314,25252,3,Clothing,22,Shorts,2012-03-14
1418,1419,20120311,25300,3,Clothing,25,Vests,2012-03-11
1419,1420,20120313,25313,3,Clothing,22,Shorts,2012-03-13
1420,1421,20120313,25328,3,Clothing,24,Tights,2012-03-13
1421,1422,20120313,25328,4,Accessories,36,Pumps,2012-03-13
1422,1423,20120229,25347,3,Clothing,20,Gloves,2012-02-29
1423,1424,20120229,25347,4,Accessories,28,Bottles and Cages,2012-02-29
1424,1425,20120425,25349,3,Clothing,24,Tights,2012-04-25
1425,1426,20120411,25363,4,Accessories,32,Hydration Packs,2012-04-11
1426,1427,20120305,25427,4,Accessories,36,Pumps,2012-03-05
1427,1428,20120302,25433,4,Accessories,30,Fenders,2012-03-02
1428,1429,20120413,25461,4,Accessories,31,Helmets,2012-04-13
1429,1430,20120325,25524,3,Clothing,23,Socks,2012-03-25
1430,1431,20120325,25524,4,Accessories,27,Bike Stands,2012-03-25
1431,1432,20120325,25524,4,Accessories,29,Cleaners,2012-03-25
1432,1433,20120327,25525,3,Clothing,24,Tights,2012-03-27
1433,1434,20120325,25533,3,Clothing,25,Vests,2012-03-25
1434,1435,20120315,25537,3,Clothing,21,Jerseys,2012-03-15
1435,1436,20120329,25546,3,Clothing,23,Socks,2012-03-29
1436,1437,20120327,25558,3,Clothing,20,Gloves,2012-03-27
1437,1438,20120327,25635,3,Clothing,20,Gloves,2012-03-27
1438,1439,20120327,25635,4,Accessories,34,Locks,2012-03-27
1439,1440,20120420,25663,4,Accessories,32,Hydration Packs,2012-04-20
1440,1441,20120402,25699,4,Accessories,26,Bike Racks,2012-04-02
1441,1442,20120426,25711,4,Accessories,27,Bike Stands,2012-04-26
1442,1443,20120426,25711,4,Accessories,33,Lights,2012-04-26
1443,1444,20120405,25762,4,Accessories,26,Bike Racks,2012-04-05
1444,1445,20120412,25768,4,Accessories,27,Bike Stands,2012-04-12
1445,1446,20120425,25778,4,Accessories,30,Fenders,2012-04-25
1446,1447,20120425,25778,4,Accessories,34,Locks,2012-04-25
1447,1448,20120413,25793,3,Clothing,25,Vests,2012-04-13
1448,1449,20120313,25797,4,Accessories,33,Lights,2012-03-13
1449,1450,20120401,25826,4,Accessories,30,Fenders,2012-04-01
1450,1451,20120425,25907,3,Clothing,25,Vests,2012-04-25
1451,1452,20120425,25907,4,Accessories,36,Pumps,2012-04-25
1452,1453,20120325,25919,4,Accessories,32,Hydration Packs,2012-03-25
1453,1454,20120313,25920,4,Accessories,28,Bottles and Cages,2012-03-13
1454,1455,20120416,25935,4,Accessories,26,Bike Racks,2012-04-16
1455,1456,20120411,25951,3,Clothing,18,Bib-Shorts,2012-04-11
1456,1457,20120313,25995,4,Accessories,27,Bike Stands,2012-03-13
1457,1458,20120313,25995,4,Accessories,31,Helmets,2012-03-13
1458,1459,20120303,26035,4,Accessories,27,Bike Stands,2012-03-03
1459,1460,20120303,26035,4,Accessories,29,Cleaners,2012-03-03
1460,1461,20120314,26072,4,Accessories,30,Fenders,2012-03-14
1461,1462,20120319,26073,3,Clothing,25,Vests,2012-03-19
1462,1463,20120328,26100,3,Clothing,19,Caps,2012-03-28
1463,1464,20120325,26129,3,Clothing,25,Vests,2012-03-25
1464,1465,20120406,26139,4,Accessories,30,Fenders,2012-04-06
1465,1466,20120416,26157,3,Clothing,23,Socks,2012-04-16
1466,1467,20120316,26158,4,Accessories,27,Bike Stands,2012-03-16
1467,1468,20120316,26158,4,Accessories,36,Pumps,2012-03-16
1468,1469,20120417,26162,3,Clothing,24,Tights,2012-04-17
1469,1470,20120305,26165,3,Clothing,18,Bib-Shorts,2012-03-05
1470,1471,20120425,26176,4,Accessories,27,Bike Stands,2012-04-25
1471,1472,20120316,26188,3,Clothing,19,Caps,2012-03-16
1472,1473,20120407,26193,3,Clothing,19,Caps,2012-04-07
1473,1474,20120427,26230,4,Accessories,36,Pumps,2012-04-27
1474,1475,20120406,26242,3,Clothing,22,Shorts,2012-04-06
1475,1476,20120406,26242,4,Accessories,34,Locks,2012-04-06
1476,1477,20120310,26245,3,Clothing,24,Tights,2012-03-10
1477,1478,20120409,26318,4,Accessories,27,Bike Stands,2012-04-09
1478,1479,20120325,26321,3,Clothing,22,Shorts,2012-03-25
1479,1480,20120325,26321,4,Accessories,27,Bike Stands,2012-03-25
1480,1481,20120325,26321,4,Accessories,32,Hydration Packs,2012-03-25
1481,1482,20120412,26386,4,Accessories,29,Cleaners,2012-04-12
1482,1483,20120413,26400,3,Clothing,20,Gloves,2012-04-13
1483,1484,20120413,26400,3,Clothing,22,Shorts,2012-04-13
1484,1485,20120328,26401,4,Accessories,26,Bike Racks,2012-03-28
1485,1486,20120328,26401,4,Accessories,36,Pumps,2012-03-28
1486,1487,20120327,26406,4,Accessories,34,Locks,2012-03-27
1487,1488,20120320,26431,3,Clothing,22,Shorts,2012-03-20
1488,1489,20120315,26437,3,Clothing,20,Gloves,2012-03-15
1489,1490,20120412,26441,3,Clothing,21,Jerseys,2012-04-12
1490,1491,20120409,26442,3,Clothing,22,Shorts,2012-04-09
1491,1492,20120409,26442,4,Accessories,31,Helmets,2012-04-09
1492,1493,20120316,26447,3,Clothing,22,Shorts,2012-03-16
1493,1494,20120316,26482,3,Clothing,20,Gloves,2012-03-16
1494,1495,20120316,26482,4,Accessories,27,Bike Stands,2012-03-16
1495,1496,20120316,26482,4,Accessories,28,Bottles and Cages,2012-03-16
1496,1497,20120311,26489,4,Accessories,33,Lights,2012-03-11
1497,1498,20120406,26500,3,Clothing,20,Gloves,2012-04-06
1498,1499,20120308,26504,4,Accessories,32,Hydration Packs,2012-03-08
1499,1500,20120417,26505,4,Accessories,31,Helmets,2012-04-17
1500,1501,20120425,26527,4,Accessories,26,Bike Racks,2012-04-25
1501,1502,20120425,26527,4,Accessories,28,Bottles and Cages,2012-04-25
1502,1503,20120322,26565,3,Clothing,24,Tights,2012-03-22
1503,1504,20120423,26568,4,Accessories,33,Lights,2012-04-23
1504,1505,20120423,26568,4,Accessories,35,Panniers,2012-04-23
1505,1506,20120423,26568,4,Accessories,36,Pumps,2012-04-23
1506,1507,20120305,26620,3,Clothing,22,Shorts,2012-03-05
1507,1508,20120305,26620,4,Accessories,35,Panniers,2012-03-05
1508,1509,20120303,26652,4,Accessories,33,Lights,2012-03-03
1509,1510,20120316,26653,4,Accessories,28,Bottles and Cages,2012-03-16
1510,1511,20120322,26664,4,Accessories,30,Fenders,2012-03-22
1511,1512,20120322,26664,4,Accessories,35,Panniers,2012-03-22
1512,1513,20120420,26665,4,Accessories,28,Bottles and Cages,2012-04-20
1513,1514,20120414,26667,3,Clothing,19,Caps,2012-04-14
1514,1515,20120414,26667,4,Accessories,29,Cleaners,2012-04-14
1515,1516,20120304,26671,3,Clothing,23,Socks,2012-03-04
1516,1517,20120318,26686,4,Accessories,31,Helmets,2012-03-18
1517,1518,20120421,26700,3,Clothing,25,Vests,2012-04-21
1518,1519,20120312,26701,3,Clothing,25,Vests,2012-03-12
1519,1520,20120304,26730,3,Clothing,24,Tights,2012-03-04
1520,1521,20120304,26730,3,Clothing,25,Vests,2012-03-04
1521,1522,20120304,26730,4,Accessories,27,Bike Stands,2012-03-04
1522,1523,20120406,26741,3,Clothing,19,Caps,2012-04-06
1523,1524,20120301,26753,3,Clothing,22,Shorts,2012-03-01
1524,1525,20120419,26758,4,Accessories,30,Fenders,2012-04-19
1525,1526,20120419,26758,4,Accessories,33,Lights,2012-04-19
1526,1527,20120302,26763,3,Clothing,22,Shorts,2012-03-02
1527,1528,20120327,26764,4,Accessories,33,Lights,2012-03-27
1528,1529,20120424,26765,3,Clothing,22,Shorts,2012-04-24
1529,1530,20120423,26773,4,Accessories,30,Fenders,2012-04-23
1530,1531,20120410,26802,3,Clothing,18,Bib-Shorts,2012-04-10
1531,1532,20120410,26802,3,Clothing,25,Vests,2012-04-10
1532,1533,20120410,26802,4,Accessories,26,Bike Racks,2012-04-10
1533,1534,20120425,26847,3,Clothing,18,Bib-Shorts,2012-04-25
1534,1535,20120425,26847,3,Clothing,24,Tights,2012-04-25
1535,1536,20120310,26860,4,Accessories,29,Cleaners,2012-03-10
1536,1537,20120310,26860,4,Accessories,34,Locks,2012-03-10
1537,1538,20120330,26912,4,Accessories,30,Fenders,2012-03-30
1538,1539,20120330,26912,4,Accessories,31,Helmets,2012-03-30
1539,1540,20120419,26916,3,Clothing,24,Tights,2012-04-19
1540,1541,20120419,26948,4,Accessories,32,Hydration Packs,2012-04-19
1541,1542,20120421,26953,3,Clothing,20,Gloves,2012-04-21
1542,1543,20120421,26953,4,Accessories,35,Panniers,2012-04-21
1543,1544,20120326,26967,3,Clothing,25,Vests,2012-03-26
1544,1545,20120406,26980,3,Clothing,18,Bib-Shorts,2012-04-06
1545,1546,20120311,26983,4,Accessories,28,Bottles and Cages,2012-03-11
1546,1547,20120321,26985,3,Clothing,19,Caps,2012-03-21
1547,1548,20120414,27049,3,Clothing,18,Bib-Shorts,2012-04-14
1548,1549,20120312,27099,3,Clothing,24,Tights,2012-03-12
1549,1550,20120312,27099,4,Accessories,26,Bike Racks,2012-03-12
1550,1551,20120312,27099,4,Accessories,34,Locks,2012-03-12
1551,1552,20120420,27100,3,Clothing,22,Shorts,2012-04-20
1552,1553,20120420,27100,4,Accessories,32,Hydration Packs,2012-04-20
1553,1554,20120330,27101,3,Clothing,18,Bib-Shorts,2012-03-30
1554,1555,20120308,27112,4,Accessories,26,Bike Racks,2012-03-08
1555,1556,20120308,27112,4,Accessories,27,Bike Stands,2012-03-08
1556,1557,20120308,27112,4,Accessories,36,Pumps,2012-03-08
1557,1558,20120425,27119,4,Accessories,31,Helmets,2012-04-25
1558,1559,20120306,27130,3,Clothing,18,Bib-Shorts,2012-03-06
1559,1560,20120306,27130,3,Clothing,24,Tights,2012-03-06
1560,1561,20120318,27144,3,Clothing,20,Gloves,2012-03-18
1561,1562,20120305,27146,3,Clothing,25,Vests,2012-03-05
1562,1563,20120324,27180,3,Clothing,20,Gloves,2012-03-24
1563,1564,20120410,27259,3,Clothing,21,Jerseys,2012-04-10
1564,1565,20120410,27259,3,Clothing,24,Tights,2012-04-10
1565,1566,20120410,27259,4,Accessories,27,Bike Stands,2012-04-10
1566,1567,20120318,27282,3,Clothing,23,Socks,2012-03-18
1567,1568,20120318,27282,4,Accessories,32,Hydration Packs,2012-03-18
1568,1569,20120408,27298,4,Accessories,37,Tires and Tubes,2012-04-08
1569,1570,20120420,27300,3,Clothing,19,Caps,2012-04-20
1570,1571,20120316,27304,3,Clothing,20,Gloves,2012-03-16
1571,1572,20120316,27304,4,Accessories,36,Pumps,2012-03-16
1572,1573,20120306,27323,4,Accessories,37,Tires and Tubes,2012-03-06
1573,1574,20120412,27325,4,Accessories,37,Tires and Tubes,2012-04-12
1574,1575,20120330,27343,4,Accessories,26,Bike Racks,2012-03-30
1575,1576,20120409,27351,4,Accessories,33,Lights,2012-04-09
1576,1577,20120315,27363,4,Accessories,28,Bottles and Cages,2012-03-15
1577,1578,20120327,27366,3,Clothing,18,Bib-Shorts,2012-03-27
1578,1579,20120318,27377,3,Clothing,20,Gloves,2012-03-18
1579,1580,20120415,27380,3,Clothing,21,Jerseys,2012-04-15
1580,1581,20120323,27413,3,Clothing,22,Shorts,2012-03-23
1581,1582,20120307,27414,3,Clothing,23,Socks,2012-03-07
1582,1583,20120323,27415,3,Clothing,18,Bib-Shorts,2012-03-23
1583,1584,20120323,27415,4,Accessories,35,Panniers,2012-03-23
1584,1585,20120306,27428,4,Accessories,33,Lights,2012-03-06
1585,1586,20120404,27451,3,Clothing,23,Socks,2012-04-04
1586,1587,20120328,27491,4,Accessories,27,Bike Stands,2012-03-28
1587,1588,20120331,27493,4,Accessories,35,Panniers,2012-03-31
1588,1589,20120413,27497,3,Clothing,18,Bib-Shorts,2012-04-13
1589,1590,20120401,27500,3,Clothing,18,Bib-Shorts,2012-04-01
1590,1591,20120401,27500,3,Clothing,23,Socks,2012-04-01
1591,1592,20120309,27518,4,Accessories,29,Cleaners,2012-03-09
1592,1593,20120309,27518,4,Accessories,37,Tires and Tubes,2012-03-09
1593,1594,20120408,27519,4,Accessories,33,Lights,2012-04-08
1594,1595,20120320,27557,3,Clothing,18,Bib-Shorts,2012-03-20
1595,1596,20120321,27584,4,Accessories,26,Bike Racks,2012-03-21
1596,1597,20120322,27591,4,Accessories,26,Bike Racks,2012-03-22
1597,1598,20120409,27628,3,Clothing,24,Tights,2012-04-09
1598,1599,20120421,27687,4,Accessories,27,Bike Stands,2012-04-21
1599,1600,20120426,27688,4,Accessories,33,Lights,2012-04-26
1600,1601,20120312,27691,3,Clothing,19,Caps,2012-03-12
1601,1602,20120409,27698,4,Accessories,27,Bike Stands,2012-04-09
1602,1603,20120411,27703,3,Clothing,18,Bib-Shorts,2012-04-11
1603,1604,20120411,27703,4,Accessories,28,Bottles and Cages,2012-04-11
1604,1605,20120306,27708,4,Accessories,28,Bottles and Cages,2012-03-06
1605,1606,20120425,27714,3,Clothing,18,Bib-Shorts,2012-04-25
1606,1607,20120404,27785,4,Accessories,32,Hydration Packs,2012-04-04
1607,1608,20120418,27787,3,Clothing,23,Socks,2012-04-18
1608,1609,20120415,27843,3,Clothing,21,Jerseys,2012-04-15
1609,1610,20120409,27866,4,Accessories,32,Hydration Packs,2012-04-09
1610,1611,20120420,27872,4,Accessories,29,Cleaners,2012-04-20
1611,1612,20120420,27874,4,Accessories,35,Panniers,2012-04-20
1612,1613,20120403,27875,4,Accessories,30,Fenders,2012-04-03
1613,1614,20120404,27879,3,Clothing,22,Shorts,2012-04-04
1614,1615,20120405,27883,3,Clothing,22,Shorts,2012-04-05
1615,1616,20120417,27890,3,Clothing,25,Vests,2012-04-17
1616,1617,20120417,27890,4,Accessories,31,Helmets,2012-04-17
1617,1618,20120324,27897,4,Accessories,32,Hydration Packs,2012-03-24
1618,1619,20120411,27907,3,Clothing,21,Jerseys,2012-04-11
1619,1620,20120411,27907,4,Accessories,36,Pumps,2012-04-11
1620,1621,20120420,27941,3,Clothing,23,Socks,2012-04-20
1621,1622,20120412,27971,3,Clothing,24,Tights,2012-04-12
1622,1623,20120413,27975,4,Accessories,36,Pumps,2012-04-13
1623,1624,20120329,27980,4,Accessories,34,Locks,2012-03-29
1624,1625,20120406,28034,3,Clothing,25,Vests,2012-04-06
1625,1626,20120407,28045,4,Accessories,29,Cleaners,2012-04-07
1626,1627,20120407,28045,4,Accessories,37,Tires and Tubes,2012-04-07
1627,1628,20120421,28046,4,Accessories,26,Bike Racks,2012-04-21
1628,1629,20120322,28072,4,Accessories,28,Bottles and Cages,2012-03-22
1629,1630,20120322,28072,4,Accessories,30,Fenders,2012-03-22
1630,1631,20120411,28079,4,Accessories,26,Bike Racks,2012-04-11
1631,1632,20120411,28079,4,Accessories,33,Lights,2012-04-11
1632,1633,20120411,28079,4,Accessories,34,Locks,2012-04-11
1633,1634,20120319,28092,3,Clothing,19,Caps,2012-03-19
1634,1635,20120319,28092,3,Clothing,22,Shorts,2012-03-19
1635,1636,20120319,28092,4,Accessories,36,Pumps,2012-03-19
1636,1637,20120331,28135,4,Accessories,32,Hydration Packs,2012-03-31
1637,1638,20120322,28136,4,Accessories,34,Locks,2012-03-22
1638,1639,20120315,28138,4,Accessories,26,Bike Racks,2012-03-15
1639,1640,20120315,28138,4,Accessories,33,Lights,2012-03-15
1640,1641,20120307,28140,4,Accessories,31,Helmets,2012-03-07
1641,1642,20120319,28160,4,Accessories,27,Bike Stands,2012-03-19
1642,1643,20120229,28177,4,Accessories,28,Bottles and Cages,2012-02-29
1643,1644,20120312,28195,4,Accessories,27,Bike Stands,2012-03-12
1644,1645,20120312,28195,4,Accessories,28,Bottles and Cages,2012-03-12
1645,1646,20120312,28195,4,Accessories,31,Helmets,2012-03-12
1646,1647,20120402,28203,3,Clothing,22,Shorts,2012-04-02
1647,1648,20120323,28211,4,Accessories,32,Hydration Packs,2012-03-23
1648,1649,20120419,28215,3,Clothing,23,Socks,2012-04-19
1649,1650,20120419,28215,3,Clothing,25,Vests,2012-04-19
1650,1651,20120427,28220,4,Accessories,33,Lights,2012-04-27
1651,1652,20120427,28245,3,Clothing,23,Socks,2012-04-27
1652,1653,20120423,28260,4,Accessories,32,Hydration Packs,2012-04-23
1653,1654,20120324,28284,3,Clothing,22,Shorts,2012-03-24
1654,1655,20120323,28302,3,Clothing,22,Shorts,2012-03-23
1655,1656,20120302,28303,4,Accessories,27,Bike Stands,2012-03-02
1656,1657,20120409,28304,3,Clothing,25,Vests,2012-04-09
1657,1658,20120409,28304,4,Accessories,36,Pumps,2012-04-09
1658,1659,20120319,28306,3,Clothing,18,Bib-Shorts,2012-03-19
